Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2016,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,6.18
2017,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,5.88
2018,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,7.21
2010,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,9.59
2011,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,11.62
2012,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,13.12
2013,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,12.61
2014,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,11.16
2015,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,8.31
2016,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,8.73
2017,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,7.59
2018,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,8.69
2010,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,21.84
2011,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,15.73
2012,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,17.56
2013,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,13.37
2014,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,10.96
2015,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,8.77
2016,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,7.8
2017,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,7.74
2018,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,6.61
2010,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,19.36
2011,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,16.13
2012,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,12.67
2013,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,8.75
2014,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,7.2
2015,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,7.37
2016,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,9.62
2017,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,7.42
2018,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,10.19
2010,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,16.39
2011,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,12.4
2012,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,12.83
2013,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,11.17
2014,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,8.71
2015,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,9.31
2016,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,9.23
2017,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,7.97
2018,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,7.46
2010,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,9.63
2011,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,18.24
2012,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,9.12
2013,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,6.62
2014,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,8.12
2015,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,6.28
2016,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,6.39
2017,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,5.51
2018,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,4.0
2010,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,12.69
2011,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,11.38
2012,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,7.94
2013,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,11.82
2014,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,7.37
2015,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,8.25
2016,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,5.72
2017,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,7.43
2018,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,6.72
2018,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,7.46
2010,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,17.24
2011,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,14.83
2012,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,14.15
2013,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,12.09
2014,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,10.44
2015,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,6.94
2016,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,10.08
2017,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,9.0
2018,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,9.01
2010,пайыз,ұлдар,,,жоғары,,,,17.79075942644716
2011,пайыз,ұлдар,,,жоғары,,,,20.1199200532978
2012,пайыз,ұлдар,,,жоғары,,,,17.969320672023375
2013,пайыз,ұлдар,,,жоғары,,,,14.404432132963992
2014,пайыз,ұлдар,,,жоғары,,,,17.178612059158134
2015,пайыз,ұлдар,,,жоғары,,,,15.745192307692307
2016,пайыз,ұлдар,,,жоғары,,,,18.707015130674005
2017,пайыз,ұлдар,,,жоғары,,,,17.217391304347824
2018,пайыз,ұлдар,,,жоғары,,,,8.668076109936575
2010,пайыз,ұлдар,,,толық емес жоғары,,,,2.4960169941582584
2011,пайыз,ұлдар,,,толық емес жоғары,,,,2.465023317788141
2012,пайыз,ұлдар,,,толық емес жоғары,,,,2.264426588750913
2013,пайыз,ұлдар,,,толық емес жоғары,,,,1.7543859649122806
2014,пайыз,ұлдар,,,толық емес жоғары,,,,2.2753128555176336
2015,пайыз,ұлдар,,,толық емес жоғары,,,,1.9230769230769231
2016,пайыз,ұлдар,,,толық емес жоғары,,,,1.6506189821182942
2017,пайыз,ұлдар,,,толық емес жоғары,,,,1.2173913043478262
