Year,Units,Жасы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,35.31
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,32.7
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,34.92
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,31.11
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,33.25
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,31.31
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,26.31
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,26.14
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақмола,сельское население,,,,,22.74
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,23.69
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,27.15
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,25.26
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,28.7
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,29.3
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,25.01
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,20.72
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Ақтөбе,сельское население,,,,,15.85
